,name_dk_wk5,position_dk_wk5,team_draft_wk5,opponent_fd_wk5,salary_dk_wk5,salary_fd_wk5,salary_draft_wk5,fd_adj_wk5,draft_adj_wk5,adj_fd-dk_wk5,adj_draft-dk_wk5,fd-dk_wk5,draft-dk_wk5,draft-fd_wk5,ppg_draft_wk5,ppg_dk_wk5,ppg_fd_wk5,ppg_diff_wk5
316,Jalin Marshall,WR,Raiders,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
317,Ben Braunecker,TE,Bears,OAK,3000.0,4000.0,5900.0,3333.0,2950.0,333.0,-50.0,1000.0,2900.0,1900.0,1.1,1.1,3.4,-2.3
318,Bilal Powell,RB,Jets,PHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,7.8,-7.8
319,Trenton Cannon,RB,Jets,PHI,3000.0,4600.0,6000.0,3833.0,3000.0,833.0,0.0,1600.0,3000.0,1400.0,0.0,0.0,0.0,0.0
320,Corey Clement,RB,Eagles,NYJ,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,-0.33,-0.33,-2.0,1.67
321,Braxton Berrios,WR,Jets,PHI,3000.0,4700.0,6000.0,3917.0,3000.0,917.0,0.0,1700.0,3000.0,1300.0,1.63,1.63,1.3,0.33
322,Roosevelt Nix,RB,Steelers,BAL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.9,-0.9
323,Patrick Ricard,RB,Ravens,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,2.1,2.1,,
324,Johnny Holton,WR,Steelers,BAL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.3,0.22,0.3,-0.08
325,Seth Roberts,WR,Ravens,PIT,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,3.82,3.82,3.9,-0.08
326,Jaleel Scott,WR,Ravens,PIT,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
327,Patrick DiMarco,RB,Bills,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,1.07,1.08,,
328,David Fluellen,RB,Titans,BUF,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.8,-0.8
329,Andre Roberts,WR,Bills,TEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.8,0.8,0.6,0.2
330,Darius Jennings,WR,Titans,BUF,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.92,0.92,0.7,0.22
331,Titans,DST,Titans,BUF,3000.0,4800.0,6000.0,4000.0,3000.0,1000.0,0.0,1800.0,3000.0,1200.0,10.75,10.75,10.8,-0.05
332,Brandon Bolden,RB,Patriots,WAS,3000.0,4800.0,6000.0,4000.0,3000.0,1000.0,0.0,1800.0,3000.0,1200.0,3.66,3.67,3.3,0.37
333,James Develin,RB,Patriots,WAS,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.15,0.15,0.3,-0.15
334,Gunner Olszewski,WR,Patriots,WAS,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,-0.25,-0.25,-0.7,0.45
335,Matthew Slater,WR,Patriots,WAS,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
336,N'Keal Harry,WR,Patriots,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
337,Kelvin Harmon,WR,Redskins,NE,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.12,2.12,3.2,-1.08
338,Steven Sims Jr.,WR,Redskins,NE,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.82,1.82,1.5,0.32
339,Robert Davis,WR,Redskins,NE,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.7,0.7,1.6,-0.9
340,Andy Janovich,RB,Broncos,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,2.4,-2.4
341,Derek Watt,RB,Chargers,DEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.17,1.18,0.9,0.28
342,Diontae Spencer,WR,Broncos,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.45,0.45,0.4,0.05
343,Juwann Winfree,WR,Broncos,LAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
344,Travis Benjamin,WR,Chargers,DEN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.9,1.9,1.2,0.7
345,Jamize Olawale,RB,Cowboys,GB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
346,Danny Vitale,RB,Packers,DAL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.87,1.88,3.0,-1.12
347,Tavon Austin,WR,Cowboys,GB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.8,1.8,1.3,0.5
348,Cedrick Wilson,WR,Cowboys,GB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
349,Allen Lazard,WR,Packers,DAL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,1.2,-1.2
350,Geoff Swaim,TE,Jaguars,CAR,2900.0,4500.0,5100.0,3750.0,2550.0,850.0,-350.0,1600.0,2200.0,600.0,4.15,4.15,2.8,1.35
351,Cardinals,DST,Cardinals,CIN,2900.0,3700.0,5600.0,3083.0,2800.0,183.0,-100.0,800.0,2700.0,1900.0,3.25,3.25,3.2,0.05
352,Darren Fells,TE,Texans,ATL,2900.0,4500.0,5600.0,3750.0,2800.0,850.0,-100.0,1600.0,2700.0,1100.0,5.0,5.0,4.1,0.9
353,Dallas Goedert,TE,Eagles,NYJ,2900.0,4500.0,5700.0,3750.0,2850.0,850.0,-50.0,1600.0,2800.0,1200.0,4.4,4.4,3.7,0.7
354,Nick Vannett,TE,Steelers,BAL,2900.0,4900.0,5600.0,4083.0,2800.0,1183.0,-100.0,2000.0,2700.0,700.0,2.6,3.15,2.4,0.75
355,Nick Boyle,TE,Ravens,PIT,2900.0,4700.0,5600.0,3917.0,2800.0,1017.0,-100.0,1800.0,2700.0,900.0,4.92,4.92,3.8,1.12
356,Matt LaCosse,TE,Patriots,WAS,2900.0,4000.0,5600.0,3333.0,2800.0,433.0,-100.0,1100.0,2700.0,1600.0,2.65,2.65,4.3,-1.65
357,Broncos,DST,Broncos,LAC,2900.0,4000.0,5600.0,3333.0,2800.0,433.0,-100.0,1100.0,2700.0,1600.0,1.5,1.5,1.5,0.0
358,Foster Moreau,TE,Raiders,CHI,2800.0,4700.0,5600.0,3917.0,2800.0,1117.0,0.0,1900.0,2800.0,900.0,4.27,4.28,4.7,-0.42
359,Tyler Kroft,TE,Bills,TEN,2800.0,4000.0,5500.0,3333.0,2750.0,533.0,-50.0,1200.0,2700.0,1500.0,0.0,0.0,1.1,-1.1
360,Noah Fant,TE,Broncos,LAC,2800.0,4900.0,5600.0,4083.0,2800.0,1283.0,0.0,2100.0,2800.0,700.0,7.12,7.12,5.5,1.62
361,Cowboys,DST,Cowboys,GB,2800.0,3900.0,5600.0,3250.0,2800.0,450.0,0.0,1100.0,2800.0,1700.0,7.5,7.5,7.5,0.0
362,Josh Oliver,TE,Jaguars,CAR,2700.0,4000.0,5000.0,3333.0,2500.0,633.0,-200.0,1300.0,2300.0,1000.0,0.0,0.0,0.0,0.0
363,Raiders,DST,Raiders,CHI,2700.0,4100.0,5200.0,3417.0,2600.0,717.0,-100.0,1400.0,2500.0,1100.0,4.0,4.0,4.0,0.0
364,Jonnu Smith,TE,Titans,BUF,2700.0,4000.0,5000.0,3333.0,2500.0,633.0,-200.0,1300.0,2300.0,1000.0,2.05,2.05,2.1,-0.05
365,Lance Kendricks,TE,Chargers,DEN,2700.0,5100.0,5300.0,4250.0,2650.0,1550.0,-50.0,2400.0,2600.0,200.0,4.0,4.0,3.2,0.8
366,Chargers,DST,Chargers,DEN,2700.0,4600.0,5300.0,3833.0,2650.0,1133.0,-50.0,1900.0,2600.0,700.0,6.25,6.25,6.2,0.05
367,Blake Jarwin,TE,Cowboys,GB,2700.0,4500.0,5300.0,3750.0,2650.0,1050.0,-50.0,1800.0,2600.0,800.0,6.32,6.32,5.3,1.02
368,Ian Thomas,TE,Panthers,JAC,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,0.0,0.0,0.0,0.0
369,Panthers,DST,Panthers,JAC,2600.0,4400.0,5000.0,3667.0,2500.0,1067.0,-100.0,1800.0,2400.0,600.0,8.75,9.25,9.2,0.05
370,C.J. Uzomah,TE,Bengals,ARI,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,3.53,2.65,2.9,-0.25
371,Charles Clay,TE,Cardinals,CIN,2600.0,4200.0,5000.0,3500.0,2500.0,900.0,-100.0,1600.0,2400.0,800.0,1.57,1.58,1.1,0.48
372,Josh Hill,TE,Saints,TB,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,2.02,2.02,1.9,0.12
373,Rhett Ellison,TE,Giants,MIN,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,2.57,2.58,1.8,0.78
374,Kaden Smith,TE,Giants,MIN,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,0.0,0.0,0.0,0.0
375,Giants,DST,Giants,MIN,2600.0,3600.0,5000.0,3000.0,2500.0,400.0,-100.0,1000.0,2400.0,1400.0,6.75,7.25,7.2,0.05
376,Jerome Cunningham,TE,Redskins,NE,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,0.0,0.0,0.0,0.0
377,Jeff Heuerman,TE,Broncos,LAC,2600.0,4500.0,5000.0,3750.0,2500.0,1150.0,-100.0,1900.0,2400.0,500.0,2.52,2.52,3.5,-0.98
378,Virgil Green,TE,Chargers,DEN,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,1.1,1.1,1.1,0.0
379,Marcedes Lewis,TE,Packers,DAL,2600.0,4000.0,5000.0,3333.0,2500.0,733.0,-100.0,1400.0,2400.0,1000.0,2.55,2.55,1.9,0.65
380,Chris Manhertz,TE,Panthers,JAC,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,4.1,-4.1
381,Seth DeValve,TE,Jaguars,CAR,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,3.2,-3.2
382,Matt Orzech,TE,Jaguars,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
383,Drew Sample,TE,Bengals,ARI,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.5,1.12,3.5,-2.38
384,Cethan Carter,TE,Bengals,ARI,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
385,Clark Harris,TE,Bengals,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
386,Maxx Williams,TE,Cardinals,CIN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,2.17,2.18,2.4,-0.22
387,Bengals,DST,Bengals,ARI,2500.0,3700.0,4900.0,3083.0,2450.0,583.0,-50.0,1200.0,2400.0,1200.0,3.0,2.75,2.8,-0.05
388,Luke Stocker,TE,Falcons,HOU,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.4,1.4,0.9,0.5
389,Jaeden Graham,TE,Falcons,HOU,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
390,Jerell Adams,TE,Texans,ATL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
391,Logan Paulsen,TE,Texans,ATL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,2.8,-2.8
392,Falcons,DST,Falcons,HOU,2500.0,3300.0,4900.0,2750.0,2450.0,250.0,-50.0,800.0,2400.0,1600.0,2.75,2.75,2.8,-0.05
393,Antony Auclair,TE,Buccaneers,NO,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
394,Tanner Hudson,TE,Buccaneers,NO,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
395,Tyler Conklin,TE,Vikings,NYG,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,2.5,-2.5
396,Garrett Dickerson,TE,Giants,MIN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
397,J.P. Holtz,TE,Bears,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.56,0.57,,
398,Patrick Scales,TE,Bears,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
399,Derek Carrier,TE,Raiders,CHI,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.57,1.58,4.8,-3.22
400,Daniel Brown,TE,Jets,PHI,2500.0,4500.0,5000.0,3750.0,2500.0,1250.0,0.0,2000.0,2500.0,500.0,0.0,0.0,0.0,0.0
401,Trevon Wesco,TE,Jets,PHI,2500.0,4500.0,5000.0,3750.0,2500.0,1250.0,0.0,2000.0,2500.0,500.0,0.0,0.0,0.0,0.0
402,Alex Ellis,TE,Eagles,NYJ,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
403,Zach Gentry,TE,Steelers,BAL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
404,Lee Smith,TE,Bills,TEN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.45,0.45,0.6,-0.15
405,Tommy Sweeney,TE,Bills,TEN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.7,1.7,1.8,-0.1
406,MyCole Pruitt,TE,Titans,BUF,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
407,Anthony Firkser,TE,Titans,BUF,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,4.8,-4.8
408,Beau Brinkley,TE,Titans,,2500.0,,5000.0,,2500.0,,0.0,,2500.0,,0.0,0.0,,
409,Ryan Izzo,TE,Patriots,WAS,2500.0,4500.0,5000.0,3750.0,2500.0,1250.0,0.0,2000.0,2500.0,500.0,1.6,1.6,2.7,-1.1
410,Jeremy Sprinkle,TE,Redskins,NE,2500.0,4500.0,5000.0,3750.0,2500.0,1250.0,0.0,2000.0,2500.0,500.0,2.7,2.7,2.1,0.6
411,Troy Fumagalli,TE,Broncos,LAC,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.56,0.57,1.2,-0.63
412,Andrew Beck,TE,Broncos,LAC,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
413,Sean Culkin,TE,Chargers,DEN,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.55,0.55,0.9,-0.35
414,Dalton Schultz,TE,Cowboys,GB,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,2.2,-2.2
415,Robert Tonyan,TE,Packers,DAL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,1.82,1.82,1.9,-0.08
416,Evan Baylis,TE,Packers,DAL,2500.0,4000.0,5000.0,3333.0,2500.0,833.0,0.0,1500.0,2500.0,1000.0,0.0,0.0,0.0,0.0
417,Packers,DST,Packers,DAL,2400.0,3400.0,5200.0,2833.0,2600.0,433.0,200.0,1000.0,2800.0,1800.0,9.0,9.5,9.5,0.0
418,Jets,DST,Jets,PHI,2300.0,3100.0,4500.0,2583.0,2250.0,283.0,-50.0,800.0,2200.0,1400.0,13.0,13.0,13.0,0.0
419,Buccaneers,DST,Buccaneers,NO,2200.0,3500.0,4300.0,2917.0,2150.0,717.0,-50.0,1300.0,2100.0,800.0,11.0,11.0,11.0,0.0
420,Steelers,DST,Steelers,BAL,2100.0,3400.0,4600.0,2833.0,2300.0,733.0,200.0,1300.0,2500.0,1200.0,6.0,9.25,9.2,0.05
421,Redskins,DST,Redskins,NE,1800.0,2500.0,3800.0,2083.0,1900.0,283.0,100.0,700.0,2000.0,1300.0,4.0,4.0,4.0,0.0
422,Patrick Mahomes,,Chiefs,,,,14200.0,,7100.0,,,,,,29.45,,,
423,Jacoby Brissett,,Colts,,,,11300.0,,5650.0,,,,,,20.53,,,
424,Brian Hoyer,,Colts,,,,10000.0,,5000.0,,,,,,0.0,,,
425,Chad Henne,,Chiefs,,,,10000.0,,5000.0,,,,,,0.0,,,
426,Chad Kelly,,Colts,,,,10000.0,,5000.0,,,,,,0.0,,,
427,Kyle Shurmur,,Chiefs,,,,10000.0,,5000.0,,,,,,0.0,,,
428,Phillip Walker,,Colts,,,,10000.0,,5000.0,,,,,,0.0,,,
429,T.J. Linta,,Chiefs,,,,10000.0,,5000.0,,,,,,0.0,,,
430,Matt Moore,,Chiefs,,,,10000.0,,5000.0,,,,,,-0.1,,,
431,Marlon Mack,,Colts,,,,10900.0,,5450.0,,,,,,14.35,,,
432,LeSean McCoy,,Chiefs,,,,10200.0,,5100.0,,,,,,13.87,,,
433,Damien Williams,,Chiefs,,,,9800.0,,4900.0,,,,,,13.55,,,
434,Nyheim Hines,,Colts,,,,9000.0,,4500.0,,,,,,6.12,,,
435,Jordan Wilkins,,Colts,,,,8800.0,,4400.0,,,,,,3.3,,,
436,Darrel Williams,,Chiefs,,,,6900.0,,3450.0,,,,,,8.87,,,
437,Anthony Sherman,,Chiefs,,,,6000.0,,3000.0,,,,,,0.62,,,
438,Darwin Thompson,,Chiefs,,,,6000.0,,3000.0,,,,,,0.55,,,
439,Aaron Ripkowski,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
440,Aca'Cedric Ware,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
441,Bruce Anderson III,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
442,Charcandrick West,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
443,D'Onta Foreman,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
444,Darius Jackson,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
445,David Williams,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
446,J.D. Moore,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
447,Jonathan Williams,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
448,Marcus Marshall,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
449,Marquis Young,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
450,Quinton Flowers,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
451,Spencer Ware,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
452,Tremon Smith,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
453,Tyreek Hill,,Chiefs,,,,13100.0,,6550.0,,,,,,4.1,,,
454,T.Y. Hilton,,Colts,,,,12900.0,,6450.0,,,,,,21.16,,,
455,Sammy Watkins,,Chiefs,,,,11900.0,,5950.0,,,,,,19.87,,,
456,Mecole Hardman,,Chiefs,,,,9800.0,,4900.0,,,,,,9.1,,,
457,Parris Campbell,,Colts,,,,9500.0,,4750.0,,,,,,5.47,,,
458,Demarcus Robinson,,Chiefs,,,,8900.0,,4450.0,,,,,,15.0,,,
459,Zach Pascal,,Colts,,,,8800.0,,4400.0,,,,,,6.12,,,
460,Devin Funchess,,Colts,,,,6600.0,,3300.0,,,,,,6.2,,,
461,Chester Rogers,,Colts,,,,6500.0,,3250.0,,,,,,4.8,,,
462,Deon Cain,,Colts,,,,6500.0,,3250.0,,,,,,1.87,,,
463,De'Anthony Thomas,,Chiefs,,,,6500.0,,3250.0,,,,,,0.53,,,
464,Byron Pringle,,Chiefs,,,,6000.0,,3000.0,,,,,,1.0,,,
465,Andre Lindsey,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
466,Ashton Dulin,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
467,Chad Williams,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
468,Cody Thompson,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
469,Davon Grayson,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
470,Felton Davis,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
471,Gehrig Dieter,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
472,Jalen Tolliver,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
473,Jamal Custis,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
474,James Wright,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
475,Jamire Jordan,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
476,Josh Crockett,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
477,Kelvin Benjamin,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
478,Marcus Johnson,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
479,Marcus Kemp,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
480,Penny Hart,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
481,Rashard Davis,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
482,Reece Fountain,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
483,Roger Lewis,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
484,Sammie Coates Jr.,,Chiefs,,,,6000.0,,3000.0,,,,,,0.0,,,
485,Steve Ishmael,,Colts,,,,6000.0,,3000.0,,,,,,0.0,,,
486,Travis Kelce,,Chiefs,,,,12100.0,,6050.0,,,,,,17.47,,,
487,Eric Ebron,,Colts,,,,8000.0,,4000.0,,,,,,8.2,,,
488,Jack Doyle,,Colts,,,,7300.0,,3650.0,,,,,,6.97,,,
489,Deon Yelder,,Chiefs,,,,5000.0,,2500.0,,,,,,3.15,,,
490,Mo Alie-Cox,,Colts,,,,5000.0,,2500.0,,,,,,1.45,,,
491,Blake Bell,,Chiefs,,,,5000.0,,2500.0,,,,,,0.7,,,
492,Billy Brown,,Colts,,,,5000.0,,2500.0,,,,,,0.0,,,
493,David Wells,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
494,Gabe Holmes,,Colts,,,,5000.0,,2500.0,,,,,,0.0,,,
495,Hale Hentges,,Colts,,,,5000.0,,2500.0,,,,,,0.0,,,
496,James Winchester,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
497,Jody Fortson,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
498,John Lovett,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
499,John Phillips,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
500,Manasseh Garner,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
501,Neal Sterling,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
502,Nick Keizer,,Chiefs,,,,5000.0,,2500.0,,,,,,0.0,,,
503,Ross Travis,,Colts,,,,5000.0,,2500.0,,,,,,0.0,,,
504,Zach Conque,,Colts,,,,5000.0,,2500.0,,,,,,0.0,,,
505,Chiefs,,Chiefs,,,,5400.0,,2700.0,,,,,,7.75,,,
506,Colts,,Colts,,,,3800.0,,1900.0,,,,,,4.25,,,
507,Tyler Bray,,,OAK,,6000.0,,5000.0,,,,,,,,,0.0,
508,Kyle Lauletta,,,NYJ,,6000.0,,5000.0,,,,,,,,,-1.2,
509,Manny Wilkins,,,DAL,,6000.0,,5000.0,,,,,,,,,0.0,
510,Logan Woodside,,,BUF,,6000.0,,5000.0,,,,,,,,,0.0,
511,Nick Fitzgerald,,,NO,,6000.0,,5000.0,,,,,,,,,0.0,
512,Jake Browning,,,NYG,,6000.0,,5000.0,,,,,,,,,0.0,
513,Drew Lock,,,LAC,,6000.0,,5000.0,,,,,,,,,0.0,
514,Chase Litton,,,CAR,,6000.0,,5000.0,,,,,,,,,0.0,
515,Brett Rypien,,,LAC,,6000.0,,5000.0,,,,,,,,,0.0,
516,Trevor Siemian,,,PHI,,6000.0,,5000.0,,,,,,,,,0.1,
517,Clayton Thorson,,,GB,,6000.0,,5000.0,,,,,,,,,0.0,
518,Blaine Gabbert,,,NO,,6000.0,,5000.0,,,,,,,,,4.6,
519,Davis Webb,,,TEN,,6000.0,,5000.0,,,,,,,,,0.0,
520,Danny Etling,,,HOU,,6000.0,,5000.0,,,,,,,,,0.0,
521,Chad Beebe,,,NYG,,4700.0,,3917.0,,,,,,,,,2.7,
522,Keith Kirkwood,,,TB,,4600.0,,3833.0,,,,,,,,,5.6,
523,Duke Williams,,,TEN,,4500.0,,3750.0,,,,,,,,,0.0,
524,Juwan Foggie,,,TEN,,4500.0,,3750.0,,,,,,,,,0.0,
525,Chris Herndon,,,PHI,,4500.0,,3750.0,,,,,,,,,6.7,
526,Marcell Ateman,,,CHI,,4500.0,,3750.0,,,,,,,,,4.8,
527,David Sills V,,,MIN,,4500.0,,3750.0,,,,,,,,,0.0,
528,Brandon Powell,,,HOU,,4500.0,,3750.0,,,,,,,,,3.1,
529,Detrez Newsome,,,DEN,,4500.0,,3750.0,,,,,,,,,2.6,
530,Michael Crabtree,,,CIN,,4500.0,,3750.0,,,,,,,,,2.1,
531,Steven Mitchell Jr.,,,ATL,,4500.0,,3750.0,,,,,,,,,0.0,
532,Taquan Mizzell Sr.,,,TB,,4500.0,,3750.0,,,,,,,,,2.4,
533,Christopher Ezeala,,,PIT,,4500.0,,3750.0,,,,,,,,,0.0,
534,Cam Sims,,,NE,,4500.0,,3750.0,,,,,,,,,0.0,
535,Damarea Crockett,,,CHI,,4500.0,,3750.0,,,,,,,,,0.0,
536,Josh Adams,,,PHI,,4500.0,,3750.0,,,,,,,,,6.5,
537,Christian Blake,,,HOU,,4500.0,,3750.0,,,,,,,,,0.0,
